wd24cd,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,SUBD__Belonging..Connections.and.Leisure__Sense.of.community,SUBD__Belonging..Connections.and.Leisure__Social.relationships,SUBD__Foundations.of.Prosperity__An.inclusive.economy,SUBD__Foundations.of.Prosperity__Secure.Livelihoods,SUBD__Health.and.Healthy.Environments__Healthy..safe.and.clean.neighbourhoods,SUBD__Health.and.Healthy.Environments__Healthy.bodies.and.healthy.minds,SUBD__Opportunities.and.Aspirations__Freedom..choice.and.control,SUBD__Opportunities.and.Aspirations__Good.quality.basic.education,SUBD__Opportunities.and.Aspirations__Lifelong.learning,SUBD__Power..Voice.and.Influence__Political.inclusion,SUBD__Power..Voice.and.Influence__Voice.and.influence,DOM__Belonging..Connections.and.Leisure,DOM__Foundations.of.Prosperity,DOM__Health.and.Healthy.Environments,DOM__Opportunities.and.Aspirations,DOM__Power..Voice.and.Influence,CPI_z,CPI_0_100
E05009390,3.12648430561251,4.68382062463053,6.74705500945416,5.58924313668859,7.03839023845529,6.28052544946193,6.05116258246626,6.35474700790582,6.99979788211737,3.67951839674759,5.36457342698664,5.18665862455758,4.8524533132324,6.31381668757194,6.165844015964095,5.67802109559026,5.27561602577211,0.5770696945309736,61.53209357293141
E05009391,2.98157575690902,4.53163879870443,6.72923846128122,5.47447742415781,6.95120013084233,6.24650945197958,6.01373955834192,6.31899172903672,6.55550022237522,3.20359784785342,5.25372033419524,5.15393419289736,4.74748433896489,6.212838777500069,6.13012450516075,5.359363266421787,5.2038272635463,0.1253633876083985,53.261826083660075
E05009392,2.71594289377996,4.58149808607029,6.61274022670455,5.38279635907876,6.65283371670447,6.05111397786491,6.12031592196688,6.4335327894917,6.89831395205135,3.70043632692882,5.3260672717529,5.0071237831397,4.6367270688516005,6.017815037891616,6.085714949915895,5.6774276894906235,5.1665955274463,0.11396874047011396,53.05320207656684
E05009393,2.91069803592672,4.48210903192983,6.69000253124783,5.59072071893518,6.97581797097134,6.24830302322111,6.04458753851996,6.32083281233825,6.96210504894276,3.80003422497348,5.3154869758228,5.13129522313414,4.694269866368127,6.2832693449532595,6.146445280870536,5.694324028751497,5.22339109947847,0.40951316981234653,58.46430979891988
E05009394,2.35666981092601,4.18252694054703,6.85584099128527,5.20481770517601,7.17364139104239,6.88288709138049,6.28295018381999,6.14291214557914,6.35305103629788,3.25625695137785,4.79785017902623,5.03209748070128,4.465012580919437,6.1892295481092,6.58291863760024,5.25074004441829,4.914973829863754,-0.17871016230802766,47.69455913236601
E05009395,3.01313784609341,4.44077244294665,6.84869543826905,5.60989788891149,7.37040644595451,6.34786229526474,6.18657313537473,6.24473503339278,6.9506175649694,3.75547512310737,5.31347288835754,5.22547980397353,4.76753524243637,6.490152167433,6.267217715319735,5.650275907156517,5.269476346165535,0.6574918488773009,63.004538651325234
E05009396,2.94308101167085,4.62669846030451,6.68658991064003,4.94207231009835,5.65868793708916,4.85386057781976,6.10926917634902,6.19156662897226,6.06908990682525,3.31575666870685,5.12969180106847,5.07837282685411,4.7521231275384634,5.300380123593754,5.48156487708439,5.192137734834787,5.10403231396129,-0.9917710199169506,32.80826980137661
E05009397,2.97250154485163,4.52817869382795,6.7073016916116,5.53651955205352,6.95428900929966,6.21380142326235,6.01751131083433,6.31442204399858,6.82557293681707,3.61339659874054,5.27264003444929,5.14002148708781,4.7359939767637265,6.24540428067659,6.11565636704834,5.584463859852064,5.20633076076855,0.29874519769324576,56.43626470716485
E05009398,3.01626392663077,4.61529724275,6.74221113302498,5.55914357602303,7.00340065348299,6.2646195872333,6.04106163222,6.34159752225212,6.86276284089608,3.59209337595775,5.31549552497083,5.16868065366583,4.791257434135249,6.28127211475301,6.15284060972665,5.598817913035317,5.2420880893183295,0.42069056499853696,58.66895615122093
E05009399,2.44435640382209,4.15194731815276,6.69752732888255,5.72086155577607,7.33347023887547,6.45839307484672,5.76762706784108,6.2445990999801,5.82743312745174,3.26965422784065,5.21945048999612,5.16219843334246,4.431277016952467,6.527165897325769,6.113010071343901,5.11389548509083,5.1908244616692905,-0.09151803954387643,49.290955213549175
E05009400,2.95184793005883,4.53214248718276,6.73124694822757,5.60360119715012,7.00177889291738,6.28094517961139,6.07186037361391,6.34212576022777,6.98638293291764,3.84504287646877,5.30939312805096,5.13891702901779,4.738412455156387,6.302690045033749,6.176402776612649,5.724517189871393,5.224155078534375,0.4886650618120937,59.91349770948857
E05009401,2.75769152449315,4.56610883927263,6.57673256603369,5.56116232435532,6.94000248183518,5.9861177064017,6.05054979423014,6.31481956217397,6.9118098448926,3.51171805025434,5.20130539301698,5.11544455866798,4.6335109765998235,6.25058240309525,6.01833375031592,5.579449152440303,5.158374975842481,0.13355826468955628,53.41186566571641
E05009402,2.88234046017659,4.45324649824886,6.68409632453064,5.56226283303457,6.9469567101554,6.2104130734075,6.0213607455511,6.30899348545587,6.85233923877276,3.73680224722462,5.27141400398015,5.13626517395758,4.673227760985363,6.2546097715949855,6.1158869094793,5.632711657151083,5.203839588968865,0.2978342433530832,56.41958609110793
E05009403,3.16134821758678,4.70674704891926,6.77783013340825,5.53468435904119,7.03984148423187,6.2942060621467,6.0485675778711,6.36383906738687,6.8151630206868,3.39516950001691,5.32130639454463,5.1929386300364,4.881975133304763,6.28726292163653,6.1713868200089,5.5247238626968596,5.257122512290515,0.45164587968333175,59.2357154121265
E05009404,2.89059766536976,4.45832107197378,6.71840552630489,5.50688178457867,6.92417254177777,6.21946813439455,6.01520010383244,6.31047527725752,6.56841385963603,3.46076706190541,5.21086450144852,5.14655841992173,4.6891080878828095,6.21552716317822,6.117334119113495,5.44655206626632,5.1787114606851254,0.1232887764779936,53.22384213541378
E05009405,2.63045372431702,4.54862337348603,6.79023529221462,5.65127720648316,7.04430639981103,6.43483745929512,6.20477664242087,6.3493884708217,6.67264701326734,3.44513380102318,5.2869035246911,5.16583145594362,4.656437463339223,6.347791803147095,6.319807050857995,5.4890564283707395,5.22636749031736,0.3697643813129616,57.73655127922152
E05011095,3.72228973411362,4.15220359033967,6.62801446379268,5.64942847054351,6.70950978755262,6.20651001912882,5.95519139203918,6.31319791514295,6.60587571658327,3.86215591592087,5.40238589921456,5.08871160282507,4.834169262748657,6.179469129048066,6.080850705584,5.59374318254903,5.245548751019815,0.3472976104962557,57.32520833043652
E05011096,3.92998900415051,3.63822027760041,7.06576058773863,6.24300191668995,7.23459259180445,7.14441755707277,6.54219489309904,6.50750046816587,6.59516202122519,3.91933818895273,5.55935911625745,5.17889639631505,4.877989956496517,6.7387972542472,6.843306225085906,5.674000226114597,5.36912775628625,1.3051497160491337,74.8624731564552
E05011097,4.08497001612189,4.56194332153277,6.67032712228245,5.47012478611779,6.11475002844113,6.24568603856842,5.8422892804608,6.23991227230621,6.58689254578222,4.08211597782173,5.53416821768624,5.12191447130257,5.105746819979037,5.7924374072794595,6.04398765951461,5.636306931970053,5.328041344494405,0.3794182846829816,57.913304098391976
E05011098,3.741479541676,3.43974749041763,6.63622902364671,5.58227345023727,6.25398442158122,5.80156631893236,6.02472344673266,6.13733509409356,6.75296042820442,3.92740962760822,5.29523012309551,5.08250231886754,4.6058186852467795,5.918128935909245,5.91314488283251,5.6059017166354,5.1888662209815255,-0.09126273102865386,49.29562964399395
E05011099,3.969608271338,4.66180824893234,6.89852919896154,5.57903586399921,7.00592924370888,6.0819566463646,6.10832115105617,6.38281797571218,6.8704870675987,3.85613402430838,5.45253552102052,5.1473689089023,5.176648573077293,6.292482553854045,6.095138898710385,5.703146355873087,5.29995221496141,0.7736145150036611,65.13062255963993
E05011100,4.28747552104873,5.04714003932819,6.76278305219489,5.97031542162176,7.45369932449364,6.55306702073666,5.8628685716389,6.5749013426818,7.23432199321036,3.95460877511443,5.73739577831667,5.22620406274517,5.3657995375239365,6.7120073730577,6.207967796187781,5.92127737033553,5.48179992053092,1.542752254535789,79.21272578587298
E05011101,4.40638720835124,4.83325709768982,6.69249808133631,6.17542895526603,7.08801687712578,6.37384185401265,5.67296121985302,6.46233596734863,6.32626526818901,3.81570313182204,6.16252436816876,5.14323095316896,5.31071412912579,6.631722916195905,6.023401536932835,5.534768122453227,5.65287766066886,1.237073482130959,73.61606889878337
E05011102,3.30219339254702,4.37411796524853,6.50383424991072,5.33074721571167,6.24509862902114,5.47597814655523,5.89353717024192,6.16898578424506,6.30884071398424,3.56445418762624,5.69363950779729,5.07754570243639,4.726715202568757,5.7879229223664055,5.684757658398575,5.34742689528518,5.385592605116839,-0.21941938537294722,46.94921606571494
E05011103,3.52104912873732,4.61226764818903,6.81009766034566,5.68953758463669,7.00893119668923,6.3702782836629,6.23260864984245,6.42630563918409,7.17468313854332,4.22710293302483,5.50915633371421,5.12910701343162,4.9811381457573365,6.34923439066296,6.301443466752675,5.942697236917414,5.319131673572915,0.9921854740250572,69.13242698165202
E05011104,4.42447891729358,3.5181309153605,6.86504247069158,6.1694696228922,6.90064245335716,6.87403990890509,6.34764980978198,6.40580455614667,6.35466675941604,4.30999769975112,5.54086029954886,5.17530255107096,4.93588410111522,6.53505603812468,6.610844859343535,5.690156338437943,5.35808142530991,1.0942751466257228,71.00158153486564
E05011105,3.70000705146963,4.06143341254153,6.78717817799324,5.66508597763202,6.31194468734227,5.57767261898167,6.40248082463297,6.61544839089925,6.54145238742247,3.79762033622026,5.87853450435669,5.11746760244719,4.8495395473348,5.988515332487145,5.99007672180732,5.65150703818066,5.49800105340194,0.4790676090772238,59.737778442087205
E05011106,3.57023482110601,4.22282139502839,6.59036471102516,6.18307101838036,7.01265685096732,6.70220651023686,5.89360131014058,6.34745960135041,7.18514892224815,4.22183827491569,5.36636501999642,5.09687031580764,4.79447364238652,6.597863934673841,6.297903910188721,5.918148932838084,5.23161766790203,0.9177363617764293,67.76934202313166
E05011107,4.01148621007857,3.77401684684984,6.64474447390929,6.13643090382985,7.34283217140076,6.62203176732544,6.17903593519563,6.35181638308873,6.78277861204378,3.84078577845102,4.9236134271944,5.08203517695124,4.8100825102792335,6.739631537615304,6.400533851260535,5.658460257861177,5.0028243020728205,0.6559571937175736,62.97644072911289
E05011108,4.04359585182748,3.4116908231423,6.63839472076475,5.6270342057375,5.96309076973237,6.14898283421748,6.22611279548582,6.53888727532646,5.87362289305583,3.87563186578422,5.45583691849651,5.07076372559546,4.697893798578177,5.795062487734935,6.18754781485165,5.429380678055503,5.263300322045985,-0.01511269449627144,50.68985673754776
E05011109,3.29133788578575,4.25196795778114,6.6589364934514,5.31555568795431,6.0162586944363,5.86447250035104,5.06435081272466,6.1973315128504,5.88708428730941,3.76061606263792,4.81240132893318,5.04812214967304,4.734080779006097,5.665907191195306,5.46441165653785,5.281677287599243,4.93026173930311,-0.8952320532709115,34.575796765390066
E05011110,4.08456857329648,4.45672138190339,6.62474993310983,5.2834178914475904,6.36393898907342,6.71527729638945,5.91887981526426,6.20138258936358,5.96802060345948,3.72203180663258,5.23483610861828,5.17148158041457,5.055346629436566,5.823678440260505,6.317078555826855,5.2971449998185465,5.203158844516425,0.14417881490356377,53.606316772125545
E05011111,4.15357768050331,4.48549181587295,6.69146698534887,5.65078638558428,6.90964714514394,6.60774186518962,6.08397517844927,6.54224685558944,6.79853059759809,3.94300770913791,5.34732049093885,5.09595806115802,5.11017882724171,6.28021676536411,6.345858521819445,5.761261720775146,5.221639276048435,0.8290378559402721,66.1453656519329
E05011112,3.41443946421438,4.07500225618602,7.00240805382829,5.71333700104605,6.66690000988753,5.54065682071732,6.48193953485867,6.38434728517903,6.64607667918497,4.33778104759182,4.9932867311428,5.05870761662982,4.830616591409564,6.19011850546679,6.011298177787995,5.78940167065194,5.02599717388631,0.24693589726777987,55.48769089629694
E05011113,3.25780874784049,4.40766521743783,6.79942385788019,5.43014698377051,6.96069390196576,6.71702296508708,6.36900029397117,6.40906209651335,6.47159598081706,3.91822607509728,5.47735711797238,5.12239982751058,4.821632607719503,6.195420442868135,6.543011629529125,5.59962805080923,5.299878472741479,0.6586075659943562,63.02496625850935
E05011114,3.62059546555572,4.1202403665674,6.62851854747497,5.64714450489374,6.68907596001654,6.19732822320499,5.96501778763657,6.31000670804724,6.58179050140957,3.90373636772057,5.39388974707101,5.08158533447765,4.789784793199363,6.16811023245514,6.08117300542078,5.5985111923924595,5.237737540774329,0.3085046317176854,56.61494968164729
