wd24cd,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,SUBD__Belonging..Connections.and.Leisure__Sense.of.community,SUBD__Belonging..Connections.and.Leisure__Social.relationships,SUBD__Foundations.of.Prosperity__An.inclusive.economy,SUBD__Foundations.of.Prosperity__Secure.Livelihoods,SUBD__Health.and.Healthy.Environments__Healthy..safe.and.clean.neighbourhoods,SUBD__Health.and.Healthy.Environments__Healthy.bodies.and.healthy.minds,SUBD__Opportunities.and.Aspirations__Freedom..choice.and.control,SUBD__Opportunities.and.Aspirations__Good.quality.basic.education,SUBD__Opportunities.and.Aspirations__Lifelong.learning,SUBD__Power..Voice.and.Influence__Political.inclusion,SUBD__Power..Voice.and.Influence__Voice.and.influence
E05009387,2.8789881930768,4.16022780385751,6.64216036095612,5.49932341276514,6.69748363744308,6.19785183018569,5.70951441765293,6.27385308083727,6.53071457648724,3.72351565190071,5.41116049443814,5.10438910831111
E05009388,3.04282123025785,4.61155978833832,6.73011186368797,5.58058612147798,7.01155037343168,6.28124187599503,6.05347293852409,6.34169039624787,6.94837653471705,3.62388013993011,5.3470522378568,5.16892443152466
E05009389,3.04392958990578,4.78792815972337,6.80297422788222,5.91514572143974,7.59553403801428,6.46526521681597,6.39771246469029,6.33346898529981,7.29096688808602,3.52707839282294,5.37461793269971,5.15580215120086
E05009390,3.12648430561251,4.68382062463053,6.74705500945416,5.58924313668859,7.03839023845529,6.28052544946193,6.05116258246626,6.35474700790582,6.99979788211737,3.67951839674759,5.36457342698664,5.18665862455758
E05009391,2.98157575690902,4.53163879870443,6.72923846128122,5.47447742415781,6.95120013084233,6.24650945197958,6.01373955834192,6.31899172903672,6.55550022237522,3.20359784785342,5.25372033419524,5.15393419289736
E05009392,2.71594289377996,4.58149808607029,6.61274022670455,5.38279635907876,6.65283371670447,6.05111397786491,6.12031592196688,6.4335327894917,6.89831395205135,3.70043632692882,5.3260672717529,5.0071237831397
E05009393,2.91069803592672,4.48210903192983,6.69000253124783,5.59072071893518,6.97581797097134,6.24830302322111,6.04458753851996,6.32083281233825,6.96210504894276,3.80003422497348,5.3154869758228,5.13129522313414
E05009394,2.35666981092601,4.18252694054703,6.85584099128527,5.20481770517601,7.17364139104239,6.88288709138049,6.28295018381999,6.14291214557914,6.35305103629788,3.25625695137785,4.79785017902623,5.03209748070128
E05009395,3.01313784609341,4.44077244294665,6.84869543826905,5.60989788891149,7.37040644595451,6.34786229526474,6.18657313537473,6.24473503339278,6.9506175649694,3.75547512310737,5.31347288835754,5.22547980397353
E05009396,2.94308101167085,4.62669846030451,6.68658991064003,4.94207231009835,5.65868793708916,4.85386057781976,6.10926917634902,6.19156662897226,6.06908990682525,3.31575666870685,5.12969180106847,5.07837282685411
E05009397,2.97250154485163,4.52817869382795,6.7073016916116,5.53651955205352,6.95428900929966,6.21380142326235,6.01751131083433,6.31442204399858,6.82557293681707,3.61339659874054,5.27264003444929,5.14002148708781
E05009398,3.01626392663077,4.61529724275,6.74221113302498,5.55914357602303,7.00340065348299,6.2646195872333,6.04106163222,6.34159752225212,6.86276284089608,3.59209337595775,5.31549552497083,5.16868065366583
E05009399,2.44435640382209,4.15194731815276,6.69752732888255,5.72086155577607,7.33347023887547,6.45839307484672,5.76762706784108,6.2445990999801,5.82743312745174,3.26965422784065,5.21945048999612,5.16219843334246
E05009400,2.95184793005883,4.53214248718276,6.73124694822757,5.60360119715012,7.00177889291738,6.28094517961139,6.07186037361391,6.34212576022777,6.98638293291764,3.84504287646877,5.30939312805096,5.13891702901779
E05009401,2.75769152449315,4.56610883927263,6.57673256603369,5.56116232435532,6.94000248183518,5.9861177064017,6.05054979423014,6.31481956217397,6.9118098448926,3.51171805025434,5.20130539301698,5.11544455866798
E05009402,2.88234046017659,4.45324649824886,6.68409632453064,5.56226283303457,6.9469567101554,6.2104130734075,6.0213607455511,6.30899348545587,6.85233923877276,3.73680224722462,5.27141400398015,5.13626517395758
E05009403,3.16134821758678,4.70674704891926,6.77783013340825,5.53468435904119,7.03984148423187,6.2942060621467,6.0485675778711,6.36383906738687,6.8151630206868,3.39516950001691,5.32130639454463,5.1929386300364
E05009404,2.89059766536976,4.45832107197378,6.71840552630489,5.50688178457867,6.92417254177777,6.21946813439455,6.01520010383244,6.31047527725752,6.56841385963603,3.46076706190541,5.21086450144852,5.14655841992173
E05009405,2.63045372431702,4.54862337348603,6.79023529221462,5.65127720648316,7.04430639981103,6.43483745929512,6.20477664242087,6.3493884708217,6.67264701326734,3.44513380102318,5.2869035246911,5.16583145594362
E05011095,3.72228973411362,4.15220359033967,6.62801446379268,5.64942847054351,6.70950978755262,6.20651001912882,5.95519139203918,6.31319791514295,6.60587571658327,3.86215591592087,5.40238589921456,5.08871160282507
E05011096,3.92998900415051,3.63822027760041,7.06576058773863,6.24300191668995,7.23459259180445,7.14441755707277,6.54219489309904,6.50750046816587,6.59516202122519,3.91933818895273,5.55935911625745,5.17889639631505
E05011097,4.08497001612189,4.56194332153277,6.67032712228245,5.47012478611779,6.11475002844113,6.24568603856842,5.8422892804608,6.23991227230621,6.58689254578222,4.08211597782173,5.53416821768624,5.12191447130257
E05011098,3.741479541676,3.43974749041763,6.63622902364671,5.58227345023727,6.25398442158122,5.80156631893236,6.02472344673266,6.13733509409356,6.75296042820442,3.92740962760822,5.29523012309551,5.08250231886754
E05011099,3.969608271338,4.66180824893234,6.89852919896154,5.57903586399921,7.00592924370888,6.0819566463646,6.10832115105617,6.38281797571218,6.8704870675987,3.85613402430838,5.45253552102052,5.1473689089023
E05011100,4.28747552104873,5.04714003932819,6.76278305219489,5.97031542162176,7.45369932449364,6.55306702073666,5.8628685716389,6.5749013426818,7.23432199321036,3.95460877511443,5.73739577831667,5.22620406274517
E05011101,4.40638720835124,4.83325709768982,6.69249808133631,6.17542895526603,7.08801687712578,6.37384185401265,5.67296121985302,6.46233596734863,6.32626526818901,3.81570313182204,6.16252436816876,5.14323095316896
E05011102,3.30219339254702,4.37411796524853,6.50383424991072,5.33074721571167,6.24509862902114,5.47597814655523,5.89353717024192,6.16898578424506,6.30884071398424,3.56445418762624,5.69363950779729,5.07754570243639
E05011103,3.52104912873732,4.61226764818903,6.81009766034566,5.68953758463669,7.00893119668923,6.3702782836629,6.23260864984245,6.42630563918409,7.17468313854332,4.22710293302483,5.50915633371421,5.12910701343162
E05011104,4.42447891729358,3.5181309153605,6.86504247069158,6.1694696228922,6.90064245335716,6.87403990890509,6.34764980978198,6.40580455614667,6.35466675941604,4.30999769975112,5.54086029954886,5.17530255107096
E05011105,3.70000705146963,4.06143341254153,6.78717817799324,5.66508597763202,6.31194468734227,5.57767261898167,6.40248082463297,6.61544839089925,6.54145238742247,3.79762033622026,5.87853450435669,5.11746760244719
E05011106,3.57023482110601,4.22282139502839,6.59036471102516,6.18307101838036,7.01265685096732,6.70220651023686,5.89360131014058,6.34745960135041,7.18514892224815,4.22183827491569,5.36636501999642,5.09687031580764
E05011107,4.01148621007857,3.77401684684984,6.64474447390929,6.13643090382985,7.34283217140076,6.62203176732544,6.17903593519563,6.35181638308873,6.78277861204378,3.84078577845102,4.9236134271944,5.08203517695124
E05011108,4.04359585182748,3.4116908231423,6.63839472076475,5.6270342057375,5.96309076973237,6.14898283421748,6.22611279548582,6.53888727532646,5.87362289305583,3.87563186578422,5.45583691849651,5.07076372559546
E05011109,3.29133788578575,4.25196795778114,6.6589364934514,5.31555568795431,6.0162586944363,5.86447250035104,5.06435081272466,6.1973315128504,5.88708428730941,3.76061606263792,4.81240132893318,5.04812214967304
E05011110,4.08456857329648,4.45672138190339,6.62474993310983,5.2834178914475904,6.36393898907342,6.71527729638945,5.91887981526426,6.20138258936358,5.96802060345948,3.72203180663258,5.23483610861828,5.17148158041457
E05011111,4.15357768050331,4.48549181587295,6.69146698534887,5.65078638558428,6.90964714514394,6.60774186518962,6.08397517844927,6.54224685558944,6.79853059759809,3.94300770913791,5.34732049093885,5.09595806115802
E05011112,3.41443946421438,4.07500225618602,7.00240805382829,5.71333700104605,6.66690000988753,5.54065682071732,6.48193953485867,6.38434728517903,6.64607667918497,4.33778104759182,4.9932867311428,5.05870761662982
E05011113,3.25780874784049,4.40766521743783,6.79942385788019,5.43014698377051,6.96069390196576,6.71702296508708,6.36900029397117,6.40906209651335,6.47159598081706,3.91822607509728,5.47735711797238,5.12239982751058
E05011114,3.62059546555572,4.1202403665674,6.62851854747497,5.64714450489374,6.68907596001654,6.19732822320499,5.96501778763657,6.31000670804724,6.58179050140957,3.90373636772057,5.39388974707101,5.08158533447765
E05011115,3.28383529386799,4.24713824415818,6.47598020324764,5.43467466306475,6.32106647121541,5.75613559555479,5.41899217525811,6.30250009333662,6.20859825833223,4.06848996447896,5.12069892338962,5.13622231956119
E05011116,3.62003878070953,4.52269882272493,6.55975633520912,5.66826093675184,6.73152312914188,5.84339444474186,5.88529170851172,6.49884470896707,6.37250830220372,3.87119513703043,5.54772708237286,5.08656784700387
E05011117,4.2342385575186,4.3573296044388,6.62010753472725,5.81939761840882,7.10614285292707,6.41312445809989,6.08763856715226,6.28847829277077,6.52746093761197,4.37118532461662,5.46966597184008,5.10636768610784
E05011217,3.3892379987570602,4.33644057157264,6.78320166093191,5.68229351871878,7.03232551894264,6.45369336650082,5.86720837139535,6.37170241001147,6.04715965137365,3.02212599593131,4.899481067823,5.1792367560299
E05011218,2.76036582604651,4.62600070942662,6.65725557873459,5.77569809550894,7.18830032410832,6.45213487023516,6.09099620820126,6.49800776378631,6.570346212528,3.20202428835196,4.87438071585886,5.20900871670636
E05011219,3.93908864762754,4.61055282816063,6.7724829327608,5.91604599661791,7.49939253150544,6.85752040710129,5.76739916765287,6.55731614708887,5.98769486494217,2.7321963478806,5.13414120714175,5.13753523277533
E05011220,3.83324466282508,4.36794219061267,6.70843272022528,5.63419754672798,7.04910331954052,5.54343500911766,5.74766794523822,6.44283352316234,5.83467693482566,2.69507123043093,4.96162602963602,5.11753380279564
E05011221,3.30299956831015,4.83487167535729,6.88042064468367,6.09213608073584,6.95767813066239,6.96671641111473,5.67121923555929,6.39070884080428,5.8034336805322,2.96476744921034,4.51818975218718,5.29061480095532
E05011222,3.17747906602856,4.53582387042813,6.9436358855715,5.33637676713537,7.21552949460621,6.69607325429847,5.56190524664007,6.61331301974145,5.68104286053834,3.03369917247594,4.37832105780478,5.13656388898725
E05011223,3.43997715218877,4.33737682468475,6.82218063716932,6.19921920103023,7.69309065368369,7.52376133173657,5.78716423750539,6.33380797562025,6.60986119966693,3.09772991821866,4.35558952284196,5.21970242115404
E05011224,4.05629223885483,4.49438002992482,6.82276109671703,5.91002318867378,7.44995405251097,7.04945586261681,6.06763729927966,6.44177728835663,6.17646905127148,3.17380516113821,4.86564949939326,5.1972650016221
E05011225,3.13573711789903,4.53103264865915,6.71110039331218,5.63016146624756,6.57619141467531,6.31544191313293,5.81605352970221,6.34865910309647,6.35708130490279,3.26332884649894,4.87066797928961,5.12333368822603
E05011226,2.66377027562562,4.91676008932944,7.05267794358216,5.93508775328043,7.64356245020007,6.9294398382319,5.74410360415505,6.54650800992004,6.10032947062126,2.93315826695635,5.46259301716098,5.23804141018864
E05011227,3.6207242892863,4.12106885504319,6.81658913782065,5.37858554396494,6.51641387699082,5.92596897535775,5.80337848828347,6.38596035317766,6.61221475646661,2.89033738965655,4.90344807737981,5.22785514839884
E05011228,3.17599240732534,4.25470522842571,6.64223241211637,5.4504349416688,6.95447024669545,6.10424179891019,5.83003854285779,6.25308865953973,6.09477000657319,2.99450909642549,4.79069477942202,5.15532688085762
E05011229,4.8023318521145,4.72387081266305,7.09631052539963,5.83519262609715,7.36205975336491,7.47736622092245,5.79950056743646,6.51624494721995,6.70696799386885,2.98834834551334,5.13597517196537,5.14173194873804
E05011230,3.87617649370514,4.43869245644775,6.70728697946505,5.42292777510166,6.51055219211833,6.26604627228541,5.70820591983719,6.28394447391622,6.18347795117153,2.96425477342534,4.78115129888573,5.18087564210291
E05011231,3.04510672928613,3.60482475798164,6.7621757742572,5.98844922604583,7.248624079341,6.34210536791673,6.43440086713918,6.45074866856251,5.1912202129092,3.19760497736805,4.9171817560471,5.10843206855987
E05011232,3.89231182357055,4.25029940345423,6.74624046975162,5.54532643803112,6.54172393925524,6.28828953639001,5.99836071248146,6.22784781712453,6.28799250440102,3.23923259580109,4.91972704288559,5.16435564782294
E05011233,3.86610689329062,4.19514728257073,6.97756206569932,6.04959272632837,7.47837052892836,7.02087789117748,6.0843394165599,6.58178393459686,6.2752207404029,3.08936434421832,4.88993853942194,5.20321676043326
E05011234,2.47360334309121,4.39143939498287,6.73495283111173,5.61882749402477,7.38466146024765,6.96212621584988,5.79566851739756,6.51374615481706,6.16564576260471,3.3338710704885,4.99763660654537,5.23128294716058
E05011235,1.63227637426071,4.05360017445156,6.83569936335393,5.35635333722488,5.91504699813239,5.01781481028657,5.94798926575251,6.3675104599304,6.22539913844689,3.10559271139245,5.20105152840392,5.10885636172446
E05011236,1.90867099175817,4.5159612835127,6.69651869621271,5.22224358275896,7.00132319902109,6.64123638170477,5.45385580671369,6.38169930516795,5.87519813986614,3.1739233399191,5.00745142168702,5.24429159098153
E05011237,1.87445539461851,4.7679068700335,6.49330028486012,5.5234906913257,6.58917842436567,5.87348351439361,5.84611410274177,6.32660833864337,5.82673501191976,3.25509830842218,5.4378897506923,5.01508148159384
E05011238,2.27108264709455,4.40634572957427,6.69597248856801,5.54433113291114,6.80067291486775,6.17735777513103,5.75187447348684,6.33803591751506,6.4305866622292,3.43244177446292,5.27958014329961,5.19182094640551
E05011239,2.26822352967015,4.35443977721244,6.63642937593373,5.50050594290259,6.71470738635223,6.089840280951,5.49421166908165,6.19649295358115,6.02210825840799,3.12582874180977,5.04525554522859,5.22938673022971
E05011240,1.6300779653044,4.1444209242417704,6.30182356977744,5.4166480570792,6.62871782778836,6.02269993443633,5.39228243788084,6.18104239869728,5.4535730205952,3.02117359811242,5.16104473670738,5.07411508403712
E05011241,1.93073187842736,3.66721269315753,6.59386712375437,5.5974257206514,5.91956499051324,5.31649947108143,5.94119887363747,6.04048154467652,7.29128594916505,3.35585133414976,4.89944974027265,5.17804726228629
E05011242,2.11897476030873,4.38984572860307,6.53971512095042,5.25673770498503,6.74663131626863,5.54037048539262,5.77190254779699,6.5650947372155,5.46952345141338,3.52164181668709,5.03260252487736,5.18622036271247
E05011243,3.0849910908316,4.03446736792551,6.86600880150558,5.45475841949023,6.99550233191704,6.67785066797353,5.55089642271433,6.25566819718975,6.46846851275496,3.10127380330483,5.46214774525049,5.31181141958451
E05011244,2.11993318037172,4.65331784714143,6.5880476185178,5.49193472138605,6.4849678072559,6.10588937735076,5.19919974476333,6.35625019389327,5.39324971904714,3.3972883468498,5.14659321056706,5.06373825148861
E05011245,2.05808700217538,4.20505912853788,6.65985430593642,5.48553009305881,6.70131103852511,6.11043275801814,5.71674704615009,6.29759093168117,6.12554074918773,3.30875433271157,5.15501444859991,5.16217968348244
E05011246,1.3152914944021,3.87358731787103,6.4811648586227,5.4812846245255,6.71414656074975,5.4224810376578,5.746482246159,6.18749753511543,6.22412501104452,3.50841093431345,4.95619152682741,5.03739117340032
E05011247,1.4165466625751,3.55464848090464,6.45715677737432,5.14437780512495,6.16377237649029,5.1147248811844,5.67882292078592,5.75550391528846,5.5261035259128,3.11087583563185,5.6713913086098,5.17925749533716
E05011248,1.69852595345654,4.53407892946635,6.75452487675051,5.50285376447152,6.67893536463561,5.94587041136191,5.32487817333051,6.35402155045612,6.10653990945494,2.98933857669464,5.06669026589911,5.12544845073603
E05011249,2.30077717505081,4.57317234987439,6.58772132950093,5.64214611913808,6.86396946045607,6.45640174655752,5.90350430456886,6.38404883318367,6.51940861592819,2.94282932275285,5.3665265327874,5.22934357499047
E05011250,1.99947827691286,3.65380228338186,6.54655063837323,4.94306589321145,6.67104486066065,5.88031172354272,5.64671320954439,6.04173489995265,6.59181683213514,3.09149737982842,5.1776207814592,5.07477875085321
E05011251,1.93548572175244,3.75350137390548,6.63580414967325,5.83865102713573,6.92196672673773,6.17364413759184,5.86299965158641,6.3642728387738,6.77718733929533,3.21908710900313,5.26728338828432,5.15828383003911
E05011252,2.2679174016113,4.46316256826437,6.71148348828069,5.58068148444984,6.83968500925758,6.21589479377399,5.77728848459631,6.35362918500454,6.57353710622467,3.50315877547687,5.32387642343629,5.20661071459692
E05011253,1.91109448926666,4.04130516939915,6.67328069153664,5.723177206677,6.62448374555172,5.69546594188067,5.84849848427355,6.4275136476983,6.98894201599471,3.19437812194074,5.8049363254053,5.33897451135583
E05011254,2.17536611473858,4.86660003821552,6.88521297298251,5.6070142130733,7.12371723025187,6.85286775053491,5.98607290690869,6.51149899463062,6.68690227177907,3.46315109499815,5.4114405411865,5.32804746568432
E05011255,2.47476092377687,4.67278438741969,6.89197452357394,5.78215667773458,7.18972128159019,6.71981469031818,5.95026507404648,6.45717709704009,6.67690165220657,3.50202995326807,5.39317991936928,5.23370216060774
E05011462,4.14198263039692,4.39836223955013,6.75348101213851,5.65940555623559,7.00950604389676,5.95465364476363,5.68419801078214,6.29752069079041,6.4516975452761,3.33580297163162,5.22011981596019,5.22698481112924
E05011463,3.9385396348652,4.22655318957943,6.45628575711547,5.17068147965754,6.5939683274025,5.67428749496636,6.00645985106041,6.42739704572338,6.41985195113424,4.0079229206009,5.41815026439654,5.2539404695977
E05011464,2.68066297210691,3.82077457014955,6.51385591713981,5.45310283675477,5.9766465329381004,6.21453648465691,5.48485705548458,5.9190244783068,6.24678413083505,3.29314897348162,5.61833267107699,5.20185172931996
E05011465,3.93767004884899,4.43249766789588,6.25711140116881,5.55101903162525,7.12387171960632,6.0748654897283,5.80006906774079,6.17315264598537,5.6094783668663,3.35708850916732,5.01813859717072,5.09541098131457
E05011466,3.01161851360093,4.79788672467824,6.77415680253376,5.65433055863466,7.12274385522143,6.2793200617053,5.5883696961691,6.60973711979833,6.37087035893941,3.48937371559437,5.51686032238862,5.28893228899485
E05011467,3.77368238696014,3.86035715204116,6.4069247561056,5.56844500635205,6.3847672164447,6.35182827913323,5.27770571497876,5.94881372911876,7.08286778032566,3.72669907155648,6.05033398961493,5.25482320701019
