"wd24cd","mean","sd","q2.5","q50","q97.5","N","has_microdata"
"E05009317",5.6251186812604,0.469797348186207,4.70879685083371,5.62864387176822,6.5364368693173,18085.25,TRUE
"E05009318",7.28768303422889,0.556953898948175,6.2151596515599,7.28234295584622,8.37600003842576,18990.75,TRUE
"E05009319",6.69232497082507,0.54024575645127,5.64983840944529,6.69424590295154,7.72873753676695,17107.5,TRUE
"E05009320",4.98349526667328,0.684024315769594,3.6062906180944,4.98160655641498,6.329525525249,11917,TRUE
"E05009321",5.69578683230067,0.418274867191902,4.8858586726686,5.70157466558089,6.48957375013366,9842.75,TRUE
"E05009322",6.18870623786144,0.558752269684898,5.11345973596795,6.19528215587195,7.26104813476773,11680.75,TRUE
"E05009323",6.37769995020771,0.617676458381827,5.16522022617533,6.38117268912203,7.59039503071524,15926.5,TRUE
"E05009324",6.37911639030516,0.712851380483635,4.9945966665617,6.37655508675081,7.79884589736942,13201.25,TRUE
"E05009325",5.76475670427836,0.480552316506518,4.83296323676072,5.76785386271209,6.70850901226114,17953.5,TRUE
"E05009326",6.5252631655231,0.814395025779604,4.99357207184555,6.51497655055518,8.20588903428145,5958.25,TRUE
"E05009327",5.91625255962555,0.341678738511817,5.25050040205733,5.91363762286098,6.59455458974707,18211.75,TRUE
"E05009328",5.65168751542486,0.66243980241022,4.28691889985352,5.6532279876448,6.94736371839205,6576.5,TRUE
"E05009329",6.71878524541368,0.4497881559832,5.82877148642403,6.70525541925126,7.65598361028509,12313.5,TRUE
"E05009330",6.09458620050313,0.543541683795867,5.03433417547904,6.10594111619302,7.13042284440647,10845.25,TRUE
"E05009331",4.08690328576149,0.511582942635807,3.05090911024684,4.09114673388552,5.08109504698109,17234.75,TRUE
"E05009332",4.19126982116205,0.472460459073864,3.24988268708161,4.20026569167361,5.11743073958684,11022.25,TRUE
"E05009333",5.69175018814489,0.446001740516487,4.82879521873031,5.68801241734464,6.56825908863079,11833,TRUE
"E05009334",5.94990518177493,0.556284804254042,4.86597810849393,5.94365768725748,7.05471212271666,10383.75,TRUE
"E05009335",6.2689050797125,0.691781216969167,4.92636487797916,6.26852295028901,7.6723713749658,11675,TRUE
"E05009336",5.5460224824862,0.65110778204443,4.27204617318006,5.55019391567321,6.80933703606741,16486.75,TRUE
"E05009367",7.16689729907351,0.573379706216823,6.05816378504802,7.15590524482934,8.31124218650561,8030.75,TRUE
"E05009368",5.30658468376008,0.679226189431813,3.9397642100658,5.29939092420742,6.65838169520016,12162.25,TRUE
"E05009369",5.96426223443283,0.57496070168887,4.81722055743067,5.95832153985787,7.08870888914085,10969.5,TRUE
"E05009370",6.5798173999774,0.816329742406813,4.98888012598902,6.56991754872091,8.20632742716501,8048,TRUE
"E05009371",6.56776538814937,0.765505047362842,5.10817970745146,6.56211419554317,8.05333781248417,8068.25,TRUE
"E05009372",6.27209320706332,0.676183344698276,4.93230677145324,6.27134239212504,7.60148437050972,11111.5,TRUE
"E05009373",6.22658269210862,0.847450632722183,4.59816017749632,6.22377808471316,7.92440615054096,11390.25,FALSE
"E05009374",6.58039247856713,0.677075225351131,5.26770574322679,6.57736865904969,7.95321040925737,10654.25,TRUE
"E05009375",6.80685857672763,0.603091222090895,5.60786672906238,6.81334581701887,7.97096402430504,12787.25,TRUE
"E05009376",5.24581351226551,0.641432547537893,3.92583073561379,5.25519389582197,6.47965919940058,11786.25,TRUE
"E05009377",6.02310763461937,0.5822233927066,4.89458506837381,6.03023150522838,7.1388421229164,10558.25,TRUE
"E05009378",5.87317619938124,0.72597051755024,4.48976808516553,5.87620107300156,7.26994257536265,12288.5,TRUE
"E05009379",6.0784570895527,0.609245592825815,4.93055483159272,6.08336838633631,7.26548800531594,11040.5,TRUE
"E05009380",7.04312059433998,0.556288265467326,5.9447742083567,7.04419906891813,8.13400388990201,11990.25,TRUE
"E05009381",6.09124469316073,0.68206325040369,4.74027075369041,6.10293548415779,7.43508664182622,11237.75,TRUE
"E05009382",6.10516405507721,0.803909482930557,4.50174490047619,6.1089810777016,7.64604201666997,7907.5,TRUE
"E05009383",6.44486727874518,0.608659153854494,5.24745482276606,6.43835082052008,7.65775560634847,11693.25,TRUE
"E05009384",6.86283122015546,0.677419930689917,5.53068163834245,6.85597065167485,8.22145384086514,7781,TRUE
"E05009385",6.28893238708209,0.593730146053649,5.12995290676642,6.28166516546519,7.45321352747788,11687,TRUE
"E05009386",5.19225869788524,0.66197076577879,3.87487307708518,5.1854962006689,6.47369185467783,10574,TRUE
"E05009387",6.19785183018569,0.868164546206903,4.4372050425889,6.18883812608778,7.90132288725036,10120.25,FALSE
"E05009388",6.28124187599503,0.867972884788585,4.58418802818226,6.27999704727944,8.03454363883315,7082.25,FALSE
"E05009389",6.46526521681597,0.836090536424847,4.8308461159223,6.45197161017976,8.11411463900631,7045.75,TRUE
"E05009390",6.28052544946193,0.879975236417456,4.57181755786546,6.26970198496959,8.0360621262542,7563.75,FALSE
"E05009391",6.24650945197958,0.859418902595728,4.53138970301555,6.23929116735947,7.89527447026862,6800.5,FALSE
"E05009392",6.05111397786491,0.695152418856473,4.73452081803056,6.03219674703944,7.39925150467868,7752.25,TRUE
"E05009393",6.24830302322111,0.854934549090711,4.56629357947199,6.23708119138477,7.90845038870482,7536.5,FALSE
"E05009394",6.88288709138049,0.692451087644511,5.55552899520419,6.88698377496879,8.25166134273816,6221.75,TRUE
"E05009395",6.34786229526474,0.74447908084584,4.91416521608733,6.33588454572902,7.79532692256963,8186.25,TRUE
"E05009396",4.85386057781976,0.772774768351282,3.32002916179026,4.86400986289867,6.36459797807878,7871,TRUE
"E05009397",6.21380142326235,0.869712262312555,4.50128724863285,6.19438534684225,7.9191777736347,7916.75,FALSE
"E05009398",6.2646195872333,0.872712486816593,4.4983326037655,6.27851802346855,7.96836012959227,5078.5,FALSE
"E05009399",6.45839307484672,0.743168456741931,5.03087644940855,6.45084295599695,7.91574159785709,7963.5,TRUE
"E05009400",6.28094517961139,0.888046121625815,4.54148427899769,6.29396911141244,8.01963529129836,4917.5,FALSE
"E05009401",5.9861177064017,0.845053282047977,4.32275408369576,5.9907507809031,7.64667559574487,7128,TRUE
"E05009402",6.2104130734075,0.858417113359115,4.53470212885562,6.19941829010623,7.91049228172684,8280.25,FALSE
"E05009403",6.2942060621467,0.872628052748385,4.63924570073236,6.29824605476569,8.05270888172865,7682.5,FALSE
"E05009404",6.21946813439455,0.872269063776198,4.47959496904858,6.22026085333286,7.94825412592718,5427.25,FALSE
"E05009405",6.43483745929512,0.817375942453073,4.82459874476583,6.44027916572174,7.99256494788693,7697.25,TRUE
"E05011095",6.20651001912882,0.869218464668472,4.4815851420996,6.21316064212487,7.9151623402268,8400.5,FALSE
"E05011096",7.14441755707277,0.52689701153516,6.15659045566797,7.13657218654163,8.20682693489879,13602.25,TRUE
"E05011097",6.24568603856842,0.768034637661875,4.69199598541037,6.2334512038306,7.73846436457499,7914,TRUE
"E05011098",5.80156631893236,0.69007011460863,4.47861207050224,5.79498938413374,7.19681232009675,13092.25,TRUE
"E05011099",6.0819566463646,0.738067447837465,4.63110686478041,6.06643872404173,7.49615911418467,8213.5,TRUE
"E05011100",6.55306702073666,0.652755706223631,5.2494937155256,6.54551744053696,7.8448863054203,8522,TRUE
"E05011101",6.37384185401265,0.587642209394818,5.21350209770479,6.37001027439829,7.48431562344516,8887.25,TRUE
"E05011102",5.47597814655523,0.676856057034865,4.15722162126437,5.47958975343911,6.8112284640353,10640,TRUE
"E05011103",6.3702782836629,0.810479715662757,4.7812707635963,6.36913688786667,7.93034941508585,11754.5,TRUE
"E05011104",6.87403990890509,0.657683348962709,5.58305606065236,6.86560788980788,8.19852756738203,13660,TRUE
"E05011105",5.57767261898167,0.686302662670315,4.235377125619,5.58084886634063,6.93705360425648,11742,TRUE
"E05011106",6.70220651023686,0.69454277580005,5.35179340947599,6.70518908510746,8.0442677459948,13682.25,TRUE
"E05011107",6.62203176732544,0.740565482720455,5.16993704395572,6.63278127506411,8.06984071763805,14155.5,TRUE
"E05011108",6.14898283421748,0.644972915858791,4.85765837910557,6.15625940556402,7.42139894043652,13573.5,TRUE
"E05011109",5.86447250035104,0.605244311844874,4.68691853726461,5.87111706430162,7.04152469006667,16257.75,TRUE
"E05011110",6.71527729638945,0.739593629705943,5.2907991747545,6.71446048199149,8.15192452826894,12756,TRUE
"E05011111",6.60774186518962,0.817525656553411,4.98475755392803,6.6117745990308,8.18735721444772,8485.25,TRUE
"E05011112",5.54065682071732,0.660841827843682,4.25229829521032,5.55238319159791,6.80288867421092,13785.25,TRUE
"E05011113",6.71702296508708,0.715850252492896,5.31843463481529,6.72444909969531,8.14827200755438,12595.75,TRUE
"E05011114",6.19732822320499,0.852823313737775,4.46256325548124,6.20616124785907,7.85906179285647,7643.5,FALSE
"E05011115",5.75613559555479,0.67742620162276,4.40954114512947,5.75793051043171,7.09290440496036,14007.75,TRUE
"E05011116",5.84339444474186,0.770708322339165,4.30881526870054,5.84015985109745,7.35682284405338,13927,TRUE
"E05011117",6.41312445809989,0.774637959800664,4.8984704323882,6.40623957350565,7.94117318400866,11706.75,TRUE
"E05011217",6.45369336650082,0.888289135378787,4.70665805266944,6.47553617018767,8.20544227020148,9879.25,FALSE
"E05011218",6.45213487023516,0.560345966204726,5.33223001313391,6.4501510881204,7.5367900113391,14807.25,TRUE
"E05011219",6.85752040710129,0.740538193135796,5.38356046459226,6.87314620431958,8.30729821967241,13456,TRUE
"E05011220",5.54343500911766,0.666838557291285,4.25031326368149,5.54400783131553,6.86680754875163,14365.25,TRUE
"E05011221",6.96671641111473,0.563301185064285,5.87161948781617,6.95966003055363,8.07815083861575,13360.5,TRUE
"E05011222",6.69607325429847,0.589500690690686,5.54489291568631,6.68370327454421,7.84404483468536,13771,TRUE
"E05011223",7.52376133173657,0.492180545336788,6.56636159223349,7.51217169132197,8.4890868852402,13059.25,TRUE
"E05011224",7.04945586261681,0.735196135301933,5.56684394152892,7.0486382938711,8.48825859021774,13660.25,TRUE
"E05011225",6.31544191313293,0.795700761268644,4.74364150054868,6.30434682914805,7.89556926182676,10519.5,TRUE
"E05011226",6.9294398382319,0.546721560339403,5.89509383142492,6.9216076918374,8.01344141189587,14041.75,TRUE
"E05011227",5.92596897535775,0.679917098345597,4.60720856039405,5.92015109509689,7.2775509716402,8772.5,TRUE
"E05011228",6.10424179891019,0.81811570234751,4.47210992314612,6.11024287025586,7.67931389271949,9294.25,TRUE
"E05011229",7.47736622092245,0.618733783712964,6.28591750094766,7.47695196477185,8.70178019995895,9206.5,TRUE
"E05011230",6.26604627228541,0.646990765272559,5.0105185410693,6.26181905307698,7.53683069273415,13383,TRUE
"E05011231",6.34210536791673,0.500964242998074,5.35969594670613,6.34536268738716,7.34125710512248,10279.5,TRUE
"E05011232",6.28828953639001,0.736047899870095,4.85720879060663,6.28241988612486,7.74094399758103,12942,TRUE
"E05011233",7.02087789117748,0.674217208442437,5.71747832532693,7.0253421055313,8.3309909139608,13688.25,TRUE
"E05011234",6.96212621584988,0.566365000479655,5.86881603906493,6.95257324979333,8.06502718579456,12941,TRUE
"E05011235",5.01781481028657,0.598527288738967,3.8312191511189,5.01175770849098,6.21051407758925,12949.5,TRUE
"E05011236",6.64123638170477,0.777350440845547,5.13393275614345,6.63607488928079,8.15451832065573,11428,TRUE
"E05011237",5.87348351439361,0.603104386025738,4.67126622328574,5.8846634347145,7.05144984161676,13374.25,TRUE
"E05011238",6.17735777513103,0.874713221776657,4.4941171213873,6.18186210989543,7.87850446297373,13254.75,FALSE
