wd24cd,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,SUBD__Belonging..Connections.and.Leisure__Sense.of.community,SUBD__Belonging..Connections.and.Leisure__Social.relationships,SUBD__Foundations.of.Prosperity__An.inclusive.economy,SUBD__Foundations.of.Prosperity__Secure.Livelihoods,SUBD__Health.and.Healthy.Environments__Healthy..safe.and.clean.neighbourhoods,SUBD__Health.and.Healthy.Environments__Healthy.bodies.and.healthy.minds,SUBD__Opportunities.and.Aspirations__Freedom..choice.and.control,SUBD__Opportunities.and.Aspirations__Good.quality.basic.education,SUBD__Opportunities.and.Aspirations__Lifelong.learning,SUBD__Power..Voice.and.Influence__Political.inclusion,SUBD__Power..Voice.and.Influence__Voice.and.influence,DOM__Belonging..Connections.and.Leisure,DOM__Foundations.of.Prosperity,DOM__Health.and.Healthy.Environments,DOM__Opportunities.and.Aspirations,DOM__Power..Voice.and.Influence,CPI_z,CPI_0_10
E05009381,3.89014116584833,4.68861056462471,6.44604069601333,5.48677839490502,6.3640690411042,6.07133834269076,6.35712681203588,6.3810829769891,7.05793413766701,3.98014822962555,5.57463820507588,4.59378826445374,5.0082641421621235,5.92542371800461,6.214232577363321,5.8063884480938865,5.08421323476481,0.2529263254112887,5.195254149915564
E05009382,4.18705402004982,4.35954479877024,6.68529346686204,5.41866955943695,6.60954715420018,6.10031971185209,6.37247571442089,6.27292382633889,6.56307032657272,4.03354539269799,5.33415870361177,4.61753182284118,5.0772974285607,6.014108356818564,6.2363977131364905,5.623179848536533,4.975845263226475,0.1513582962609924,5.014280091243065
E05009383,4.25788992611287,3.85543218066068,7.06372060828133,5.56297729109174,6.64294762154536,6.45005958450338,6.26779715590729,6.2549231645039,6.45738111826179,3.24770826025005,5.17705462928063,4.61320292182661,5.059014238351627,6.10296245631855,6.358928370205335,5.320004181005247,4.89512877555362,-0.026674478279178813,4.697061040575223
E05009384,3.92628721864375,4.30734328641707,6.70737392802179,5.59525734271525,7.04226820185419,6.84244706983868,6.46765247154386,6.52454363163751,6.25349631447098,3.53683416551201,5.27999572350775,4.63531182808473,4.980334811027537,6.31876277228472,6.65504977069127,5.438291370540167,4.95765377579624,0.3596669819687547,5.385444803452682
E05009385,4.25095307158524,5.08664920770554,6.64846228617159,5.46449904456509,7.03491997525538,6.2982367547439,6.49695139261005,6.80749979216662,6.69402557907918,3.82399626799548,5.8456325299386,4.67549013168056,5.328688188487456,6.249709509910235,6.397594073676975,5.7751738797470935,5.26056133080958,0.9512090125752422,6.439455234193773
E05009386,4.12014877146226,4.57135354257524,6.73610416533699,5.45888597412184,6.6880666088527,5.17117972991317,6.52915584790401,6.3287983233164,6.91529370074176,3.81320262071426,5.6716279466141,4.6399067637185,5.14253549312483,6.073476291487269,5.850167788908591,5.685764881590806,5.1557673551663,0.1981216386605052,5.0976030811832205
E05009387,4.29816007243482,4.17726558337976,6.6504152559092,5.51277796063377,6.70812013793751,6.21453504921851,6.33022621295849,6.27928769800433,6.54212427846864,3.75443926254819,5.41862602475039,4.5078698330294404,5.041946970574593,6.11044904928564,6.2723806310885,5.525283746340387,4.963247928889915,0.1187077121472027,4.956103234071242
E05009388,4.30594870865712,4.59314585608664,6.71418689595319,5.56333225235742,6.99704642717611,6.26142884327639,6.46637769632151,6.33218403573753,6.9355589847243,3.61324757103852,5.32826147580968,4.40502763504135,5.20442715356565,6.280189339766765,6.36390326979895,5.62699686383345,4.866644555425514,0.40736366363095294,5.470430818617405
E05009389,4.6248804813048,4.77696686367183,6.79747570965082,5.90987474015948,7.60279498059388,6.478564573874,6.64693686415074,6.32287596693755,7.28216281959511,3.53326807684105,5.38800574488337,4.39332989419266,5.399774351542483,6.75633486037668,6.56275071901237,5.7127689544579034,4.890667819538015,1.061546253065338,6.63605428609295
E05009390,4.29281129117987,4.6782496650832,6.73790901198026,5.58298458839059,7.03624320989327,6.27914262496135,6.4919169508752,6.35302309300348,6.99978896329004,3.66984463593338,5.3604611255078,4.44160714928504,5.236323322747777,6.3096138991419295,6.385529787918275,5.6742188974089665,4.90103413739642,0.52854837655878,5.686357912320853
E05009391,4.33232128887957,4.52330457817449,6.71897201111794,5.46022838575629,6.94462441262989,6.2386056208323,6.39086922059194,6.31367834137986,6.55070377923053,3.19349941525175,5.24474099888035,4.3983315806259,5.191532626057334,6.20242639919309,6.31473742071212,5.352627178620713,4.821536289753125,0.07890025140583923,4.885174243954181
E05009392,4.22803708371626,4.57726869764509,6.61859303159509,5.37556141373307,6.65531444842302,6.05712003666716,6.56214690505532,6.43607091654616,6.90257377185504,3.69912907914634,5.32496480239717,4.28459922310538,5.141299604318814,6.015437931078045,6.30963347086124,5.679257922515847,4.804782012751275,0.1501332662989495,5.012097331115877
E05009393,4.28844555028756,4.4588800819533,6.67413290808137,5.57041602434833,6.95904341089294,6.2220333889291,6.48020182128579,6.31065554523023,6.94627062847727,3.78710986305075,5.29476126160906,4.35922640852747,5.14048618010741,6.264729717620636,6.351117605107445,5.681345345586084,4.826993835068265,0.344129459550372,5.357760023928126
E05009394,4.65690418360854,4.19683180826811,6.85501573772257,5.20004092117663,7.1712664292677,6.88226996817286,6.51746425581658,6.14314983123826,6.37258048806832,3.26333939246868,4.78569080423678,4.21381059822123,5.236250576533073,6.185653675222165,6.69986711199472,5.259689903925087,4.499750701229005,0.008138277599232246,4.759090458469786
E05009395,4.59636311653946,4.45419510980875,6.82984077891602,5.59248326509104,7.37469045372197,6.37569103675622,6.77181690242462,6.24849549066652,6.93816284861322,3.76218297826752,5.30689113018319,4.43956619759043,5.293466335088077,6.483586859406506,6.57375396959042,5.649613772515753,4.87322866388681,0.7553902928630529,6.090545161143843
E05009396,3.29981164475706,4.62728746727709,6.69235159550084,4.93902041990732,5.65270299876399,4.84696875051255,6.27379523605024,6.18939365510921,6.05617543370734,3.32562200336891,5.11914811724518,4.32192672382388,4.873150235844997,5.2958617093356555,5.5603819932813945,5.190397030728487,4.72053742053453,-1.3998515204951087,2.2503322354117414
E05009397,4.28653041702714,4.54435160712152,6.71296457011794,5.54863897541145,6.97183730330229,6.24286348326926,6.45466008900096,6.32340476920129,6.84748226892047,3.62729573270276,5.28848690343052,4.37708592676563,5.181282198088867,6.26023813935687,6.34876178613511,5.5993942569415065,4.8327864150980755,0.3181344889901127,5.311442148443894
E05009398,4.2598832866788,4.60971586288781,6.73501258871928,5.55231889324242,6.9996847234316,6.26126242843446,6.46571114471754,6.33759076261569,6.86121193723414,3.58595821631749,5.30799032290678,4.43419683852179,5.201537246095296,6.276001808337011,6.363486786576,5.594920305389107,4.871093580714285,0.38213070538645666,5.425470697760252
E05009399,4.41357258268099,4.15201288817903,6.69525310530667,5.70625452515266,7.334491688588,6.45981607507126,6.38033647684468,6.24416672973966,5.84805643621729,3.27833625513276,5.2234999720789,4.33759768513304,5.086946192055564,6.520373106870331,6.42007627595797,5.123519807029903,4.78054882860597,0.04302202989353035,4.821246377879066
E05009400,4.29753873767517,4.54037543489825,6.73194691302054,5.60670675091252,7.01168133191386,6.29415838209249,6.51761225458555,6.34526496362339,6.99809086780078,3.84942545653615,5.31554311487166,4.38983647598112,5.189953695197986,6.30919404141319,6.40588531833902,5.7309270959867735,4.8526897954263895,0.5040024597722178,5.642621962909762
E05009401,4.29730021409472,4.55625421403343,6.56832404675255,5.56199428261136,6.94273219064809,6.0028508607921,6.34771582456088,6.31881091519473,6.90526498563155,3.5258133698399,5.1940731749147,4.321462234535,5.140626158293567,6.252363236629725,6.17528334267649,5.583296423555393,4.75776770472485,0.09772528793419058,4.918716720791578
E05009402,4.31094096051264,4.47667512527267,6.69291571350914,5.58071586974934,6.96841206116615,6.24543520933106,6.48711177346713,6.32168682221694,6.87861379641277,3.75857646933469,5.29180154094569,4.35608130812653,5.160177266431483,6.2745639654577445,6.366273491399095,5.652959029321466,4.823941424536111,0.3522532647407924,5.372235031560691
E05009403,4.3126408051843,4.71344364236864,6.7776121852547,5.53671458271353,7.0462692242767,6.30486569548471,6.45962450442135,6.36561602912441,6.82294115869484,3.40388106301422,5.323309432359,4.48051946212138,5.267898877602547,6.291491903495115,6.38224509995303,5.530812750277823,4.90191444724019,0.43652577468252346,5.522391909529698
E05009404,4.28750547779837,4.47542142342518,6.72481578489528,5.51730732986693,6.94144184309481,6.24379570980158,6.44556086320505,6.32021978557848,6.5870802951148,3.46821248567881,5.22599463534326,4.39002820389174,5.162580895372943,6.22937458648087,6.344678286503315,5.458504188790696,4.8080114196175,0.15657212535355583,5.023570099329268
E05009405,4.10084013967133,4.54274422946467,6.77896557411112,5.65094726459427,7.03923151078619,6.4281088674592,6.51962474513193,6.35242394755783,6.68745824633003,3.43520369135758,5.26905148525353,4.39433297753818,5.140849981082374,6.34508938769023,6.473866806295565,5.491695295081813,4.831692231395855,0.33188266687513884,5.33593867133618
E05011095,4.44349824457827,4.16696951322938,6.63939641313948,5.65965204470405,6.71488195687658,6.22608396380576,6.48248537026834,6.3195937235313,6.61514003520904,3.88045649164023,5.4121039596153,4.42280241549547,5.083288056982377,6.187267000790315,6.354284667037049,5.605063416793524,4.917453187555385,0.27082981543927875,5.227154613889059
E05011096,5.60969880778385,3.64589015866865,7.060398416647,6.24333586404285,7.2305089358173,7.15000405164996,7.00800692488127,6.50390377528776,6.58649545343999,3.91116506982418,5.56761617310846,4.54621535570098,5.438662461033166,6.736922399930075,7.079005488265615,5.66718809951731,5.05691576440472,1.5066753343252104,7.429185915629199
E05011097,4.10020848644788,4.55572908232855,6.66687427258806,5.47930605588239,6.11469410031286,6.23911826931392,6.42752161842773,6.24963562264097,6.55842122768026,4.08102090319924,5.5179768376646,4.54491131794901,5.107603947121496,5.797000078097625,6.3333199438708245,5.629692584506824,5.031444077806805,0.15802912523724977,5.026166183792493
E05011098,3.88089475164133,3.44351615382684,6.63754973061451,5.5786015398635,6.24195239463444,5.80303088670578,6.35824381496819,6.13857412205728,6.72675122480266,3.9248647200511,5.27499811485589,4.33526834177619,4.6539868786942264,5.91027696724897,6.080637350836985,5.59673002230368,4.8051332283160395,-0.5219828446838961,3.8145198894609864
E05011099,4.63625808002055,4.67571948944901,6.90218360200034,5.58162551799194,7.00439040953119,6.07630432402728,6.57960219651293,6.376698277939,6.86885115433084,3.84667660954736,5.43125717778485,4.51262653295671,5.404720390489967,6.293007963761565,6.327953260270105,5.697408680605733,4.97194185537078,0.6996510287826234,5.991228861197462
E05011100,4.27649714656199,5.04669803818053,6.76619595648017,5.97222176735563,7.44588681183014,6.56264472760033,6.4529604568106,6.57531789123383,7.22330765784389,3.95413100735923,5.73067060569105,4.6600656973539,5.363130380407563,6.709054289592885,6.507802592205465,5.9175855188123165,5.195368151522475,1.3739308536225567,7.192661611277642
E05011101,4.06540509791048,4.8521335416746,6.69671972172406,6.17279923260557,7.09809509107032,6.38378440766238,6.35377012328689,6.46506780347064,6.32726111315189,3.82824177853899,6.16123313225283,4.64340871828293,5.204752787103047,6.635447161837945,6.368777265474635,5.540190231720507,5.40232092526788,1.0042971206968412,6.534047700685304
E05011102,3.56276538603675,4.37600552334743,6.52527154389925,5.34672358307889,6.24218594785766,5.4635001310014,6.41263439492549,6.16425832504963,6.31643188934082,3.56764192891576,5.69546657489362,4.44094994763399,4.82134748442781,5.794454765468275,5.938067262963445,5.349444047768737,5.0682082612638055,-0.5041607642661844,3.8462752976752013
E05011103,4.2583867121992,4.61179419618306,6.79941035624169,5.68446967463869,7.00075377439577,6.34985400340415,6.67503746464454,6.43755037632109,7.16543868017223,4.22465244202754,5.51951168221905,4.50836251433308,5.223197088207983,6.34261172451723,6.512445734024345,5.94254716617362,5.013937098276065,0.9086341534989406,6.363595289790928
E05011104,5.49228923506682,3.50530695675244,6.87542513268537,6.17296904321492,6.8933984882087,6.87061510229073,6.77186536906814,6.40979463896077,6.35042518001127,4.31077328411331,5.54163339724916,4.54575585462517,5.29100710816821,6.53318376571181,6.821240235679435,5.690331034361783,5.0436946259371656,1.1082392474945044,6.719251929919576
E05011105,4.78862044674305,4.05578183098096,6.78640905769718,5.66194168870405,6.3146132101794,5.5836339584814,6.6935815525541,6.60829199986691,6.53751679345256,3.79154431849695,5.8762604733207,4.47270710440314,5.210270445140397,5.988277449441725,6.13860775551775,5.645784370605473,5.17448378886192,0.3683235719464728,5.400869127776364
E05011106,4.3894936890432,4.23523277755944,6.58613240872939,6.18979785478046,7.00789255355642,6.71886666464987,6.65922225412229,6.34662912073761,7.17330675605701,4.21213442446823,5.35687753809377,4.37976244048976,5.070286291777343,6.59884520416844,6.68904445938608,5.9106901004209504,4.868319989291765,0.8987698034473222,6.346018976851293
E05011107,4.46292457773218,3.76226681894326,6.6502129861038,6.14689989365066,7.34192904992068,6.62481325193364,6.66751501677603,6.35792350064214,6.78863771160635,3.84760226621182,4.91934974401826,4.57311178137511,4.95846812759308,6.74441447178567,6.646164134354835,5.66472115948677,4.746230762696685,0.5820951907589588,5.7817677019550375
E05011108,5.06958521945167,3.412937853784,6.64023169240548,5.61876416867643,5.96038802371413,6.13068869430209,6.58863976667612,6.53691358517554,5.88326108891181,3.87632665739927,5.45094985351558,4.42719714633851,5.040918255213716,5.78957609619528,6.359664230489105,5.4321671104955405,4.939073499927044,-0.10891679807144072,4.550521558299527
E05011109,3.17376887151422,4.25881418277987,6.66476868354869,5.320170862777,6.01649560848946,5.88581321127886,6.01567175202654,6.19709074145332,5.88693956576009,3.75392185691533,4.79855821039234,4.36724826622835,4.699117245947593,5.66833323563323,5.9507424816527,5.279317388042913,4.582903238310345,-1.1293805919015527,2.732257720330464
E05011110,5.04393247775529,4.44472590626344,6.62973385003398,5.2812638982893,6.35395064931272,6.733224220563,6.53925115084809,6.19754261924029,5.97827633103164,3.7260612007869,5.22505484869031,4.59976723770743,5.372797411350904,5.81760727380101,6.636237685705545,5.300626717019609,4.91241104319887,0.23640810624804837,5.165821963537408
E05011111,4.39597672879628,4.4694654665514,6.70177466757906,5.65139211879634,6.90654690313976,6.61168899496246,6.50825342681444,6.54516628164418,6.80736432785425,3.95627184302109,5.32462114202829,4.4789912528797,5.189072287642246,6.27896951096805,6.55997121088845,5.7696008175065066,4.901806197453995,0.6501519390596228,5.903031312788703
E05011112,4.49715398911109,4.06462219040312,7.00498887642021,5.69688148230063,6.65821399056576,5.5301494505952,7.00346502902971,6.37686874936961,6.62688598119751,4.34676991912823,4.99803405110694,4.38118310520776,5.188921685311473,6.177547736433195,6.266807239812454,5.783508216565116,4.689608578157349,0.24161654934926557,5.175102374856577
E05011113,3.6912223199338,4.39894831668075,6.79474182618877,5.43276735899535,6.9383617159187,6.70418201105759,6.5086173502579,6.4152983065701,6.48249081676007,3.93195201771854,5.48348549478197,4.48102324862257,4.961637487601107,6.185564537457025,6.606399680657745,5.609913713682904,4.98225437170227,0.3819572298110514,5.425161598733479
E05011114,4.41365266519852,4.11722047643553,6.6277798148038,5.64049725869225,6.6799416594342,6.19729885005203,6.48242197286582,6.30788822206315,6.57549308586499,3.90244193274758,5.38795919615613,4.41114062811102,5.052884318812617,6.160219459063224,6.339860411458925,5.595274413558573,4.899549912133574,0.1982190841289152,5.097776709657309
