cluster,n_wards,DOM__Belonging..Connections.and.Leisure__zmean,DOM__Foundations.of.Prosperity__zmean,DOM__Health.and.Healthy.Environments__zmean,DOM__Opportunities.and.Aspirations__zmean,DOM__Power..Voice.and.Influence__zmean
1,237,-0.8079525579272564,-0.8496296706067286,-0.7536998340494065,-0.6810315208470131,-0.7551225362379462
2,442,0.43322343038179784,0.45557066048369355,0.40413316893600443,0.3651684851600297,0.4048960205619709
