wd24cd,SUBD__Belonging..Connections.and.Leisure__Arts..leisure.and.sports,SUBD__Belonging..Connections.and.Leisure__Sense.of.community,SUBD__Belonging..Connections.and.Leisure__Social.relationships,SUBD__Foundations.of.Prosperity__An.inclusive.economy,SUBD__Foundations.of.Prosperity__Secure.Livelihoods,SUBD__Health.and.Healthy.Environments__Healthy..safe.and.clean.neighbourhoods,SUBD__Health.and.Healthy.Environments__Healthy.bodies.and.healthy.minds,SUBD__Opportunities.and.Aspirations__Freedom..choice.and.control,SUBD__Opportunities.and.Aspirations__Good.quality.basic.education,SUBD__Opportunities.and.Aspirations__Lifelong.learning,SUBD__Power..Voice.and.Influence__Political.inclusion,SUBD__Power..Voice.and.Influence__Voice.and.influence
E05009367,4.42994961955146,4.26071787519614,6.43459335045084,4.82866707289401,6.66007801165389,7.18642534060202,6.08967132571936,6.01272913972753,6.429123756287,4.10522595199051,5.78874783309028,4.57565940773258
E05009368,3.86450655501944,4.34692085985436,6.71380455470804,5.13170821233262,5.8966894765039,5.29342764866964,6.30633891711953,6.29377575607183,6.57467514193966,3.56464270055524,5.39820831854094,4.46674041648222
E05009369,4.00899258511807,4.85118941098841,6.71941409848964,5.86548576554829,6.99174688304348,5.97368279814259,6.06871780983547,6.41226057162965,7.06069258111503,4.30833985264174,5.53089741113447,4.57504299938697
E05009370,3.9928433801651,4.36746712991688,6.71840202801595,5.8055220520286,7.16521032112128,6.56489255849052,6.47029745479885,6.38787473881111,6.75708905523046,4.33335905898924,5.42038734634956,4.51228143051469
E05009371,4.09845508363698,4.42909484679188,6.60526735734719,5.64810657499849,6.94065058765888,6.56546658476417,6.38851913750873,6.38568087437327,6.70838355630618,4.19638496915169,5.39430352822299,4.5283712327802
E05009372,3.84221117991429,4.22181030360972,6.89674854778743,5.76109163519532,6.65714783474797,6.27725698403976,6.27485174562483,6.32170785089399,6.82714891518289,3.90022128419782,5.49736731514644,4.5282242350105
E05009373,4.25478961550108,4.26822113537106,6.67368163581597,5.53844397196966,6.74465007468914,6.22545258530734,6.35830827113109,6.29787942013269,6.67665474984604,3.86530278593868,5.44801733471602,4.54293059267627
E05009374,4.27353899867165,4.17421701772879,6.72250351664586,5.47468312175676,6.9110061287606,6.58509787913819,6.48535500187338,6.24883030284163,6.41688092681495,3.65239498307802,5.42482670133576,4.49199026706073
E05009375,4.95888562327467,4.74720219124589,6.70390641958317,5.54551307941496,6.75084289809024,6.80649091783044,6.23210736517964,6.26850466844379,7.37117603684352,4.06919841089141,5.5810719790793,4.41847063666408
E05009376,5.186590896771,3.2489553863319,6.74046543226301,5.52595938469623,6.52219589248365,5.23931704594358,6.27169352659667,6.37803676706064,6.47752236217475,4.00436901736296,6.13199425741638,4.57202624183185
E05009377,4.08337210947879,3.88306342720254,6.70174325028819,6.09670536137237,6.76713835010395,6.01052824973551,6.32386602686049,5.91156045865293,6.174684029894,4.03515810428453,5.73248903215531,4.51321733685026
E05009378,4.25235494260182,4.17881580485652,6.53607119918601,5.65253660263563,6.80357666814885,5.86724968209229,6.30328264949278,6.20949730307893,6.61204442346886,4.11543759974568,5.70549317223459,4.47234525136949
E05009379,3.67965534281048,4.70468081989167,6.45724554341929,5.2275585369821,6.30571095492297,6.08799698853854,6.04655141873166,5.85676948669121,6.63366433806711,3.62243574601444,4.90138988709616,4.63754552594348
E05009380,5.49050981761234,3.75263546571129,7.01182730536741,5.56822426945407,7.12709154105167,7.04209096413568,6.60084353586737,6.34758959387134,7.1847748138179,3.95193600953954,5.09536143268246,4.54475334012477
E05009381,3.89014116584833,4.68861056462471,6.44604069601333,5.48677839490502,6.3640690411042,6.07133834269076,6.35712681203588,6.3810829769891,7.05793413766701,3.98014822962555,5.57463820507588,4.59378826445374
E05009382,4.18705402004982,4.35954479877024,6.68529346686204,5.41866955943695,6.60954715420018,6.10031971185209,6.37247571442089,6.27292382633889,6.56307032657272,4.03354539269799,5.33415870361177,4.61753182284118
E05009383,4.25788992611287,3.85543218066068,7.06372060828133,5.56297729109174,6.64294762154536,6.45005958450338,6.26779715590729,6.2549231645039,6.45738111826179,3.24770826025005,5.17705462928063,4.61320292182661
E05009384,3.92628721864375,4.30734328641707,6.70737392802179,5.59525734271525,7.04226820185419,6.84244706983868,6.46765247154386,6.52454363163751,6.25349631447098,3.53683416551201,5.27999572350775,4.63531182808473
E05009385,4.25095307158524,5.08664920770554,6.64846228617159,5.46449904456509,7.03491997525538,6.2982367547439,6.49695139261005,6.80749979216662,6.69402557907918,3.82399626799548,5.8456325299386,4.67549013168056
E05009386,4.12014877146226,4.57135354257524,6.73610416533699,5.45888597412184,6.6880666088527,5.17117972991317,6.52915584790401,6.3287983233164,6.91529370074176,3.81320262071426,5.6716279466141,4.6399067637185
E05009387,4.29816007243482,4.17726558337976,6.6504152559092,5.51277796063377,6.70812013793751,6.21453504921851,6.33022621295849,6.27928769800433,6.54212427846864,3.75443926254819,5.41862602475039,4.5078698330294404
E05009388,4.30594870865712,4.59314585608664,6.71418689595319,5.56333225235742,6.99704642717611,6.26142884327639,6.46637769632151,6.33218403573753,6.9355589847243,3.61324757103852,5.32826147580968,4.40502763504135
E05009389,4.6248804813048,4.77696686367183,6.79747570965082,5.90987474015948,7.60279498059388,6.478564573874,6.64693686415074,6.32287596693755,7.28216281959511,3.53326807684105,5.38800574488337,4.39332989419266
E05009390,4.29281129117987,4.6782496650832,6.73790901198026,5.58298458839059,7.03624320989327,6.27914262496135,6.4919169508752,6.35302309300348,6.99978896329004,3.66984463593338,5.3604611255078,4.44160714928504
E05009391,4.33232128887957,4.52330457817449,6.71897201111794,5.46022838575629,6.94462441262989,6.2386056208323,6.39086922059194,6.31367834137986,6.55070377923053,3.19349941525175,5.24474099888035,4.3983315806259
E05009392,4.22803708371626,4.57726869764509,6.61859303159509,5.37556141373307,6.65531444842302,6.05712003666716,6.56214690505532,6.43607091654616,6.90257377185504,3.69912907914634,5.32496480239717,4.28459922310538
E05009393,4.28844555028756,4.4588800819533,6.67413290808137,5.57041602434833,6.95904341089294,6.2220333889291,6.48020182128579,6.31065554523023,6.94627062847727,3.78710986305075,5.29476126160906,4.35922640852747
E05009394,4.65690418360854,4.19683180826811,6.85501573772257,5.20004092117663,7.1712664292677,6.88226996817286,6.51746425581658,6.14314983123826,6.37258048806832,3.26333939246868,4.78569080423678,4.21381059822123
E05009395,4.59636311653946,4.45419510980875,6.82984077891602,5.59248326509104,7.37469045372197,6.37569103675622,6.77181690242462,6.24849549066652,6.93816284861322,3.76218297826752,5.30689113018319,4.43956619759043
E05009396,3.29981164475706,4.62728746727709,6.69235159550084,4.93902041990732,5.65270299876399,4.84696875051255,6.27379523605024,6.18939365510921,6.05617543370734,3.32562200336891,5.11914811724518,4.32192672382388
E05009397,4.28653041702714,4.54435160712152,6.71296457011794,5.54863897541145,6.97183730330229,6.24286348326926,6.45466008900096,6.32340476920129,6.84748226892047,3.62729573270276,5.28848690343052,4.37708592676563
E05009398,4.2598832866788,4.60971586288781,6.73501258871928,5.55231889324242,6.9996847234316,6.26126242843446,6.46571114471754,6.33759076261569,6.86121193723414,3.58595821631749,5.30799032290678,4.43419683852179
E05009399,4.41357258268099,4.15201288817903,6.69525310530667,5.70625452515266,7.334491688588,6.45981607507126,6.38033647684468,6.24416672973966,5.84805643621729,3.27833625513276,5.2234999720789,4.33759768513304
E05009400,4.29753873767517,4.54037543489825,6.73194691302054,5.60670675091252,7.01168133191386,6.29415838209249,6.51761225458555,6.34526496362339,6.99809086780078,3.84942545653615,5.31554311487166,4.38983647598112
E05009401,4.29730021409472,4.55625421403343,6.56832404675255,5.56199428261136,6.94273219064809,6.0028508607921,6.34771582456088,6.31881091519473,6.90526498563155,3.5258133698399,5.1940731749147,4.321462234535
E05009402,4.31094096051264,4.47667512527267,6.69291571350914,5.58071586974934,6.96841206116615,6.24543520933106,6.48711177346713,6.32168682221694,6.87861379641277,3.75857646933469,5.29180154094569,4.35608130812653
E05009403,4.3126408051843,4.71344364236864,6.7776121852547,5.53671458271353,7.0462692242767,6.30486569548471,6.45962450442135,6.36561602912441,6.82294115869484,3.40388106301422,5.323309432359,4.48051946212138
E05009404,4.28750547779837,4.47542142342518,6.72481578489528,5.51730732986693,6.94144184309481,6.24379570980158,6.44556086320505,6.32021978557848,6.5870802951148,3.46821248567881,5.22599463534326,4.39002820389174
E05009405,4.10084013967133,4.54274422946467,6.77896557411112,5.65094726459427,7.03923151078619,6.4281088674592,6.51962474513193,6.35242394755783,6.68745824633003,3.43520369135758,5.26905148525353,4.39433297753818
E05011095,4.44349824457827,4.16696951322938,6.63939641313948,5.65965204470405,6.71488195687658,6.22608396380576,6.48248537026834,6.3195937235313,6.61514003520904,3.88045649164023,5.4121039596153,4.42280241549547
E05011096,5.60969880778385,3.64589015866865,7.060398416647,6.24333586404285,7.2305089358173,7.15000405164996,7.00800692488127,6.50390377528776,6.58649545343999,3.91116506982418,5.56761617310846,4.54621535570098
E05011097,4.10020848644788,4.55572908232855,6.66687427258806,5.47930605588239,6.11469410031286,6.23911826931392,6.42752161842773,6.24963562264097,6.55842122768026,4.08102090319924,5.5179768376646,4.54491131794901
E05011098,3.88089475164133,3.44351615382684,6.63754973061451,5.5786015398635,6.24195239463444,5.80303088670578,6.35824381496819,6.13857412205728,6.72675122480266,3.9248647200511,5.27499811485589,4.33526834177619
E05011099,4.63625808002055,4.67571948944901,6.90218360200034,5.58162551799194,7.00439040953119,6.07630432402728,6.57960219651293,6.376698277939,6.86885115433084,3.84667660954736,5.43125717778485,4.51262653295671
E05011100,4.27649714656199,5.04669803818053,6.76619595648017,5.97222176735563,7.44588681183014,6.56264472760033,6.4529604568106,6.57531789123383,7.22330765784389,3.95413100735923,5.73067060569105,4.6600656973539
E05011101,4.06540509791048,4.8521335416746,6.69671972172406,6.17279923260557,7.09809509107032,6.38378440766238,6.35377012328689,6.46506780347064,6.32726111315189,3.82824177853899,6.16123313225283,4.64340871828293
E05011102,3.56276538603675,4.37600552334743,6.52527154389925,5.34672358307889,6.24218594785766,5.4635001310014,6.41263439492549,6.16425832504963,6.31643188934082,3.56764192891576,5.69546657489362,4.44094994763399
E05011103,4.2583867121992,4.61179419618306,6.79941035624169,5.68446967463869,7.00075377439577,6.34985400340415,6.67503746464454,6.43755037632109,7.16543868017223,4.22465244202754,5.51951168221905,4.50836251433308
E05011104,5.49228923506682,3.50530695675244,6.87542513268537,6.17296904321492,6.8933984882087,6.87061510229073,6.77186536906814,6.40979463896077,6.35042518001127,4.31077328411331,5.54163339724916,4.54575585462517
E05011105,4.78862044674305,4.05578183098096,6.78640905769718,5.66194168870405,6.3146132101794,5.5836339584814,6.6935815525541,6.60829199986691,6.53751679345256,3.79154431849695,5.8762604733207,4.47270710440314
E05011106,4.3894936890432,4.23523277755944,6.58613240872939,6.18979785478046,7.00789255355642,6.71886666464987,6.65922225412229,6.34662912073761,7.17330675605701,4.21213442446823,5.35687753809377,4.37976244048976
E05011107,4.46292457773218,3.76226681894326,6.6502129861038,6.14689989365066,7.34192904992068,6.62481325193364,6.66751501677603,6.35792350064214,6.78863771160635,3.84760226621182,4.91934974401826,4.57311178137511
E05011108,5.06958521945167,3.412937853784,6.64023169240548,5.61876416867643,5.96038802371413,6.13068869430209,6.58863976667612,6.53691358517554,5.88326108891181,3.87632665739927,5.45094985351558,4.42719714633851
E05011109,3.17376887151422,4.25881418277987,6.66476868354869,5.320170862777,6.01649560848946,5.88581321127886,6.01567175202654,6.19709074145332,5.88693956576009,3.75392185691533,4.79855821039234,4.36724826622835
E05011110,5.04393247775529,4.44472590626344,6.62973385003398,5.2812638982893,6.35395064931272,6.733224220563,6.53925115084809,6.19754261924029,5.97827633103164,3.7260612007869,5.22505484869031,4.59976723770743
E05011111,4.39597672879628,4.4694654665514,6.70177466757906,5.65139211879634,6.90654690313976,6.61168899496246,6.50825342681444,6.54516628164418,6.80736432785425,3.95627184302109,5.32462114202829,4.4789912528797
E05011112,4.49715398911109,4.06462219040312,7.00498887642021,5.69688148230063,6.65821399056576,5.5301494505952,7.00346502902971,6.37686874936961,6.62688598119751,4.34676991912823,4.99803405110694,4.38118310520776
E05011113,3.6912223199338,4.39894831668075,6.79474182618877,5.43276735899535,6.9383617159187,6.70418201105759,6.5086173502579,6.4152983065701,6.48249081676007,3.93195201771854,5.48348549478197,4.48102324862257
E05011114,4.41365266519852,4.11722047643553,6.6277798148038,5.64049725869225,6.6799416594342,6.19729885005203,6.48242197286582,6.30788822206315,6.57549308586499,3.90244193274758,5.38795919615613,4.41114062811102
E05011115,3.7272936343182,4.25318052710386,6.49567759120712,5.43575094119748,6.31730296765116,5.73830377690588,6.21593457767262,6.30516459387114,6.20819410564248,4.07643917203916,5.1351007874605,4.51564959253226
E05011116,4.05565636454748,4.52644098188024,6.56156072617344,5.67111619323362,6.72487248522125,5.84856550410198,6.45462537951906,6.49600722066362,6.38796872534001,3.87689836058848,5.54593369834008,4.46465732219449
E05011117,4.15811457791035,4.35500792044439,6.62251130128205,5.82267406196718,7.08964270178943,6.42319743777781,6.65916109300926,6.29050201313523,6.50715042653056,4.3723017391057,5.46523336160888,4.55141091714827
E05011217,4.46868502729827,4.322053398042,6.77169222844309,5.66275647626911,7.020796511403,6.41414357675205,6.48905389673887,6.36396582087185,6.02888904637765,3.00164420035925,4.8835640649595,4.47608737018823
E05011218,4.41028290651819,4.62570464675275,6.65771222773281,5.76485357379926,7.18524805565435,6.45185058116312,6.52307019685956,6.49992075792716,6.56473195494146,3.21473126394948,4.86995219318621,4.43736029420142
E05011219,5.45039450828154,4.61948907859305,6.77666044064894,5.92819787792792,7.50673078673628,6.85098506222108,6.68971452231747,6.55964910963534,5.96979503038027,2.72171385550855,5.13322712589788,4.44927222306175
E05011220,4.56174363864267,4.35533264264657,6.71144935537254,5.63590111955092,7.03477931999952,5.525058794846,6.68676328709698,6.44079372783884,5.8317403590871,2.6930415988,4.96558087665172,4.4444004586079
E05011221,4.75724192610493,4.82542652120468,6.87660669507079,6.08174889303142,6.95672877921706,6.95641345138446,6.69476609269326,6.3932852362979,5.80028012333589,2.96133389638812,4.51690256122268,4.59021301024601
E05011222,4.63406052707344,4.54427961568053,6.92357294092869,5.33398084929192,7.20856306898978,6.67590787079607,6.58103324466681,6.61028219716634,5.67553339101766,3.03618396816312,4.37902476023618,4.4797502091713
E05011223,4.09511904529216,4.3361902969178,6.82368013565526,6.19489297719523,7.69181297870504,7.51991164928939,6.58317432678931,6.33483133991129,6.61106342915192,3.09126942707528,4.3567327186835,4.56639981427773
E05011224,4.52681654576127,4.50209010002552,6.8260220869708,5.91334465924587,7.45481598873228,7.02102772971089,6.56205493215374,6.43592509247015,6.17371883711151,3.17358815946816,4.86241260975714,4.53586311638319
E05011225,4.76596490307248,4.53675541876373,6.70237536712042,5.63890365784161,6.5802591312287,6.30484524743357,6.47571907397048,6.34914544111545,6.35517652516932,3.25732041965799,4.85804501896735,4.4130654021901
E05011226,3.90808405460525,4.92457655209555,7.05932304743597,5.94314738267663,7.6452507425647,6.93588932242659,6.80597167480105,6.55433944380558,6.10432332845284,2.91893933915326,5.46232543112633,4.54678755248885
E05011227,4.24714423258017,4.12250076666811,6.81259538142201,5.38667590620988,6.52048721243299,5.9171572938895,6.3605829933207,6.38391578117114,6.62015838774316,2.88690689146669,4.89237351217979,4.51526732279604
E05011228,4.2690327432736,4.24522691097014,6.64326705966116,5.46583868301304,6.96967112525924,6.09925675532647,6.33572600372236,6.25361988494442,6.10028321000367,2.99387187063103,4.79174930122974,4.42701266077707
E05011229,5.82036626791432,4.73111832454523,7.09431490115374,5.83545213611102,7.36082813048135,7.47507420555674,6.59338891314528,6.51364544422279,6.70456338852632,2.98349776299539,5.14320723517873,4.48133612930821
E05011230,4.51676006860076,4.43809312137272,6.70730741584916,5.42023698383293,6.51209940209219,6.25356055508737,6.27914141745569,6.28596456773284,6.187318360203,2.96474105207782,4.78623153080218,4.43290724590489
E05011231,4.53152298793103,3.60980077106505,6.7580679821528,5.99272555781852,7.24551049079349,6.3403822145157704,7.01487143058167,6.4505114016056,5.1853465784224,3.20282707444257,4.92914862958197,4.39870160522084
E05011232,4.78246132816664,4.26112916781027,6.73614106310593,5.54553402145013,6.54435711847423,6.27741076287193,6.57693513197123,6.22877361674573,6.30441846599028,3.24165215322001,4.91195937903665,4.46863553091689
E05011233,4.93703408975279,4.20740609432278,6.9782519002337,6.0477675470857,7.47168616177399,7.01147505971386,6.65744787936726,6.5771217269203,6.2787522688855,3.09757118280168,4.88463159722613,4.57727975761413
E05011234,4.64410360069271,4.39551024221149,6.73107160722078,5.62893921964545,7.38441741627698,6.97457349938722,6.67076385100611,6.51849010890858,6.1682855716234,3.32510806450725,4.99321820023777,4.34816142816024
E05011235,4.17299667788882,4.05638730982758,6.82712720967919,5.35305016571321,5.91191976450291,5.00827522084951,6.76995091488489,6.36698115507114,6.21304088213503,3.10921673365249,5.19695589007735,4.27574650481423
E05011236,4.06454057412323,4.51441525774018,6.6974001482619,5.23510566589071,7.00072368766598,6.65119833013003,6.3354037780424,6.37722768712482,5.8865872808402004,3.17898121376316,5.01579812198671,4.42725673883249
E05011237,4.6963387664944,4.77844876773863,6.49646821294439,5.52174460704729,6.58951608279464,5.87229405909914,6.22829175835605,6.32721914046378,5.8224188919501,3.25382073179585,5.43656264451161,4.20316456456691
E05011238,4.22503651083927,4.38699653111792,6.6852057499988,5.52748741640213,6.77709206284404,6.14589042814658,6.44465400986593,6.3276891705345,6.40743260152808,3.41952777529159,5.25748107896302,4.40625511922927
E05011239,4.05485859630631,4.36434835086574,6.63498132905568,5.49447689586061,6.71154272870161,6.09582876034093,6.28364028465548,6.20013800093961,6.03668748132279,3.11586936497961,5.0330425826285,4.43797217188558
E05011240,4.11946367073409,4.15603360825516,6.311973357859,5.4203786328144,6.62304214937306,6.02890327291348,6.10381653463756,6.18407848655932,5.46167778548908,3.03115317024422,5.15915500803571,4.21860051242294
E05011241,4.26831727246101,3.65969841697278,6.59447951966414,5.58842167745595,5.92057512207465,5.28535340981973,6.55699206451882,6.03606532334859,7.28018164052032,3.37298434166969,4.89333949842662,4.3392132708984
E05011242,3.70705687504108,4.39977180309055,6.54907700475565,5.2577703554527,6.74678048321893,5.53727938388343,6.45957565414325,6.56086285482311,5.46759361664303,3.50614417688779,5.03139168876643,4.30626505881028
E05011243,5.12073225508101,4.03946853035832,6.86404293277688,5.45624445125097,7.00326962201971,6.68178359557732,6.36612939755962,6.25608902224548,6.46917342323694,3.09476702159062,5.47417027606799,4.52493022266092
E05011244,3.92890489165556,4.65082772234499,6.58674870363552,5.49654277891014,6.49509410598396,6.09783061145078,6.35276079176642,6.35432649403665,5.39279109402528,3.3909819220537,5.14968322103369,4.27891734837469
E05011245,4.25311679169084,4.21191796654746,6.66395202411977,5.49311546190737,6.70379989863516,6.12350524238843,6.41394441697158,6.3025519376424,6.12957543919272,3.30579562978282,5.159901039409,4.33778802372398
E05011246,3.57390559863098,3.87201156353293,6.47593485987404,5.47904019788532,6.71385772914379,5.40715204211808,6.54690043516823,6.18299462802166,6.2286845247574,3.51570044263772,4.96347181965861,4.16503626640718
E05011247,3.84845118679325,3.54757234647377,6.46183172679942,5.1452298860178,6.15960380828862,5.12745926390812,6.12200484074614,5.75513214401665,5.52665504948013,3.08637137449712,5.6683644266521,4.27221494034295
E05011248,4.6194989993511,4.53667094349286,6.74688499501107,5.4961252743684,6.68574861619337,5.93495142227254,6.53436890968205,6.35054811359841,6.10101362048097,2.99436939362356,5.0679980275804,4.36897373667941
E05011249,4.20221146067383,4.56451322956576,6.59209563226778,5.63752349462927,6.86364262245748,6.45410397871354,6.41796879447695,6.38378817248594,6.5233843448765,2.92748752376184,5.37398470116057,4.46681464283339
E05011250,4.24329853200111,3.65093563639143,6.54821702346805,4.94609184157743,6.67111855868584,5.87583954317112,6.18064976400367,6.03860930718243,6.59987648516537,3.09446136955206,5.183856439526,4.29305346324557
E05011251,4.60764765206211,3.74308818850604,6.63366424573741,5.84161003535726,6.92759604947381,6.16750419526285,6.51797408291118,6.36564774622536,6.76414144522265,3.20928443945401,5.27751319154236,4.22608859505833
E05011252,4.24042899531806,4.45481272444331,6.70689385332046,5.57147467734496,6.82453944785211,6.19998537987107,6.47804806548971,6.34807264212727,6.5616932298124,3.50345376151511,5.31104129020813,4.42550421212692
E05011253,4.12540876679422,4.03935824706843,6.67528257363552,5.729121097603,6.62906441540009,5.66898158304773,6.50805979758648,6.4175493479919,6.9865322797026,3.19444574206442,5.81194912927162,4.55747289831013
E05011254,4.51537434455172,4.87636157106665,6.87995380705381,5.610567954712,7.13137555128483,6.84737301850789,6.66514865329297,6.50785020858696,6.6788186350682,3.45140899695557,5.41598099533758,4.5748090303014
E05011255,3.84866472858964,4.66333786276444,6.89119166808159,5.7802539095589,7.18953885062302,6.6945083122664,6.4838404512078,6.46044101023639,6.67890755050739,3.49876125066604,5.39951947433833,4.49613744888563
E05011462,4.94067536993463,4.39840222164738,6.75076716090823,5.65431833471431,7.01313298367514,5.94531987823037,6.41650274068533,6.30082517878654,6.43444435856779,3.33874194520458,5.21538521923105,4.62944843773422
E05011463,4.59778157271125,4.21713175344272,6.45876948393729,5.16804233621728,6.59023696397274,5.66853355351917,6.72486401341981,6.43472003461564,6.41773592305438,3.99194052823971,5.42417382292223,4.60419619650873
E05011464,4.54233486994497,3.80608629156319,6.51725352573715,5.44822219961256,5.98124740508527,6.21390474481912,6.24557460859889,5.9236358624977,6.23957009850614,3.29105075067302,5.62461439437927,4.513470737136
E05011465,4.89777514746073,4.43007069502867,6.26009841514632,5.54720020916603,7.1215685839062,6.07321292808948,6.21752042477363,6.17083513901106,5.6090979258842,3.35566734818215,5.01452199038315,4.5437748709326
E05011466,3.97697450123035,4.79723452611971,6.76704996805099,5.64754909080106,7.12937870731775,6.28324215426657,6.10247283566605,6.60249484567108,6.37036583336864,3.49075963619696,5.51736225069691,4.63266947337608
E05011467,4.03855253287001,3.86480919646168,6.41373353765669,5.57217986455045,6.38279424381709,6.34721700504266,5.97477131910917,5.94290244001261,7.08599339014902,3.7281963107609,6.04744303508928,4.65536285834879
