"wd24cd","mean","sd","q2.5","q50","q97.5","N","has_microdata"
"E05013603",3.84835945125349,0.435801112058016,2.96762925968578,3.85205286341476,4.67903254775366,13080.75,TRUE
"E05013604",4.22211311298353,0.577047777906788,3.09052265752601,4.22274200298441,5.34143654704809,12028.5,TRUE
"E05013605",4.39133759833416,0.600258262391127,3.18051714619615,4.38371295977426,5.60016139800469,13273.75,TRUE
"E05013606",3.91840591549205,0.574561599506869,2.80005080628193,3.91818567264481,5.02149766915569,12631.75,TRUE
"E05013607",4.02365824949053,0.557843254351388,2.94560081198192,4.01931657620517,5.09938456530459,7280,TRUE
"E05013608",4.00636372359116,0.598073698721974,2.81295499435327,4.00808194327617,5.16901989667139,6759.25,TRUE
"E05013609",4.47757374990702,0.601195077775623,3.28429509021253,4.48904666199879,5.65488321181537,11172.25,TRUE
"E05013610",4.64296613570952,0.48622191162162,3.68656496986624,4.63819790342948,5.62420604855805,11896.5,TRUE
"E05013611",4.49210474546165,0.616544144838363,3.2812847590061,4.49514664220688,5.68396433771772,8841,FALSE
"E05013612",3.83404687725502,0.547222395234075,2.79417231834631,3.8393725975408,4.92883790023699,13565.75,TRUE
"E05013613",4.16520435754529,0.625824819641115,2.95369471562014,4.16503717469821,5.4057111128138,10890.5,FALSE
"E05013614",4.06007458518286,0.556925504303199,2.94937598431923,4.04552513226943,5.14810229659797,13441,TRUE
"E05013615",3.88487705361417,0.586479696266352,2.71119792829946,3.89125780355443,4.98136205572379,8761.5,TRUE
"E05013616",4.00155144408961,0.432791338970485,3.16262323221436,3.99685701381402,4.85107621900346,13438.25,TRUE
"E05013617",4.21233612029498,0.488959910169114,3.27430551187241,4.21358053477261,5.17936470034781,12248.5,TRUE
"E05013618",4.00009151957624,0.569425201410769,2.84352425278883,4.0160373519152,5.07970930802858,9525.25,TRUE
"E05013619",4.33586203181409,0.537806251026464,3.27498574803737,4.34276208437238,5.38893125081305,13117.75,TRUE
"E05013620",4.15138631487831,0.622072031745278,2.92945044145145,4.14442341754414,5.3804209955154,8925,FALSE
"E05013621",4.19899931916494,0.619708723238124,3.01457109244894,4.19670473296552,5.41492027105831,7250.5,FALSE
"E05013622",3.94071750899819,0.554946062426445,2.85234283343988,3.9547612232022,5.0012391892978,13343,TRUE
"E05013623",4.51673528978548,0.48205367986851,3.55991869537564,4.51454854246808,5.47544623639074,11814.5,TRUE
"E05013624",4.21526640830057,0.60413219301394,3.01901763502435,4.20770659263746,5.430514811281,13465.75,TRUE
"E05013625",4.35649927846661,0.587424879793339,3.20533346794718,4.35667416814589,5.54373058894156,11532.25,TRUE
"E05013626",3.98870351928665,0.46817312656272,3.06007224978719,4.00181103345567,4.90102298285433,12610,TRUE
"E05013627",4.2342477235072,0.550941893600303,3.14193175304112,4.23329944332501,5.30537273878959,11041.75,TRUE
"E05013628",4.50032024658856,0.530251486672175,3.44915390854768,4.50030682051271,5.54362194315877,14553,TRUE
"E05013629",4.53100686845451,0.597697049031882,3.35499991705736,4.52773947282273,5.68452815954762,13856.25,TRUE
"E05013630",3.96056524993478,0.442531996195174,3.08054420933353,3.96425704353052,4.82465816475195,18221.25,TRUE
"E05013631",4.41347088632602,0.464634368953663,3.50966915162961,4.40879203759949,5.3481156744678,16772.5,TRUE
"E05013632",4.20165138317297,0.603713652178503,3.01297047257734,4.20857695692871,5.43261489704128,9921.25,FALSE
"E05013633",4.47124832649933,0.510279012250654,3.48522351848988,4.47194274209158,5.46617965532179,16640.5,TRUE
